ALERT_ID,ACCOUNT_ID,CUSTOMER_ID,EVENT_DATE,ALERT_TYPE,ACCOUNT_TYPE,IS_SAR
64,21055,C_21055,20180111,fan_out,INDIVIDUAL,YES
64,37698,C_37698,20180204,fan_out,INDIVIDUAL,YES
64,38300,C_38300,20180419,fan_out,INDIVIDUAL,YES
64,4906,C_4906,20180517,fan_out,INDIVIDUAL,YES
65,1567,C_1567,20170326,fan_out,INDIVIDUAL,YES
65,45394,C_45394,20170326,fan_out,INDIVIDUAL,YES
65,16479,C_16479,20170407,fan_out,INDIVIDUAL,YES
65,33906,C_33906,20171007,fan_out,INDIVIDUAL,YES
65,9277,C_9277,20171209,fan_out,INDIVIDUAL,YES
65,38835,C_38835,20180428,fan_out,INDIVIDUAL,YES
65,18879,C_18879,20180709,fan_out,INDIVIDUAL,YES
66,1344,C_1344,20170101,fan_out,INDIVIDUAL,YES
66,13603,C_13603,20170101,fan_out,INDIVIDUAL,YES
66,12511,C_12511,20170210,fan_out,INDIVIDUAL,YES
66,32901,C_32901,20170315,fan_out,INDIVIDUAL,YES
66,23173,C_23173,20170320,fan_out,INDIVIDUAL,YES
66,3451,C_3451,20170412,fan_out,INDIVIDUAL,YES
66,38270,C_38270,20170524,fan_out,INDIVIDUAL,YES
66,22058,C_22058,20170525,fan_out,INDIVIDUAL,YES
66,4685,C_4685,20170821,fan_out,INDIVIDUAL,YES
67,3806,C_3806,20170514,fan_out,INDIVIDUAL,YES
67,42810,C_42810,20170514,fan_out,INDIVIDUAL,YES
67,4146,C_4146,20170604,fan_out,INDIVIDUAL,YES
67,18134,C_18134,20170714,fan_out,INDIVIDUAL,YES
67,31713,C_31713,20170930,fan_out,INDIVIDUAL,YES
67,37957,C_37957,20180816,fan_out,INDIVIDUAL,YES
68,276,C_276,20170110,fan_out,INDIVIDUAL,YES
68,16125,C_16125,20170110,fan_out,INDIVIDUAL,YES
68,14245,C_14245,20170111,fan_out,INDIVIDUAL,YES
68,8965,C_8965,20170308,fan_out,INDIVIDUAL,YES
68,15222,C_15222,20170417,fan_out,INDIVIDUAL,YES
69,4169,C_4169,20170523,fan_out,INDIVIDUAL,YES
69,17272,C_17272,20170523,fan_out,INDIVIDUAL,YES
69,27905,C_27905,20171007,fan_out,INDIVIDUAL,YES
69,12782,C_12782,20180319,fan_out,INDIVIDUAL,YES
69,42549,C_42549,20180720,fan_out,INDIVIDUAL,YES
70,1329,C_1329,20170125,fan_out,INDIVIDUAL,YES
70,48588,C_48588,20170125,fan_out,INDIVIDUAL,YES
70,1738,C_1738,20170212,fan_out,INDIVIDUAL,YES
70,3648,C_3648,20170314,fan_out,INDIVIDUAL,YES
70,13334,C_13334,20170609,fan_out,INDIVIDUAL,YES
70,11410,C_11410,20170616,fan_out,INDIVIDUAL,YES
70,36822,C_36822,20170703,fan_out,INDIVIDUAL,YES
71,1509,C_1509,20170114,fan_out,INDIVIDUAL,YES
71,24881,C_24881,20170114,fan_out,INDIVIDUAL,YES
71,36120,C_36120,20170125,fan_out,INDIVIDUAL,YES
71,17169,C_17169,20170223,fan_out,INDIVIDUAL,YES
71,24873,C_24873,20170311,fan_out,INDIVIDUAL,YES
71,20642,C_20642,20170324,fan_out,INDIVIDUAL,YES
71,49395,C_49395,20170508,fan_out,INDIVIDUAL,YES
71,33512,C_33512,20170605,fan_out,INDIVIDUAL,YES
72,199,C_199,20170306,fan_out,INDIVIDUAL,YES
72,8448,C_8448,20170306,fan_out,INDIVIDUAL,YES
72,27212,C_27212,20170405,fan_out,INDIVIDUAL,YES
72,36026,C_36026,20170819,fan_out,INDIVIDUAL,YES
72,31553,C_31553,20170827,fan_out,INDIVIDUAL,YES
73,11248,C_11248,20170430,fan_out,INDIVIDUAL,YES
73,26952,C_26952,20170430,fan_out,INDIVIDUAL,YES
73,27095,C_27095,20170713,fan_out,INDIVIDUAL,YES
73,13650,C_13650,20170720,fan_out,INDIVIDUAL,YES
73,41741,C_41741,20170723,fan_out,INDIVIDUAL,YES
74,659,C_659,20170125,fan_out,INDIVIDUAL,YES
74,1372,C_1372,20170125,fan_out,INDIVIDUAL,YES
74,13437,C_13437,20170131,fan_out,INDIVIDUAL,YES
74,1891,C_1891,20170325,fan_out,INDIVIDUAL,YES
74,5606,C_5606,20170506,fan_out,INDIVIDUAL,YES
74,15278,C_15278,20170523,fan_out,INDIVIDUAL,YES
74,534,C_534,20170529,fan_out,INDIVIDUAL,YES
74,7168,C_7168,20170701,fan_out,INDIVIDUAL,YES
74,31288,C_31288,20171011,fan_out,INDIVIDUAL,YES
74,42434,C_42434,20171226,fan_out,INDIVIDUAL,YES
75,765,C_765,20170618,fan_out,INDIVIDUAL,YES
75,19230,C_19230,20170618,fan_out,INDIVIDUAL,YES
75,26917,C_26917,20170717,fan_out,INDIVIDUAL,YES
75,16645,C_16645,20171220,fan_out,INDIVIDUAL,YES
75,6691,C_6691,20180629,fan_out,INDIVIDUAL,YES
75,1303,C_1303,20181009,fan_out,INDIVIDUAL,YES
75,11929,C_11929,20181027,fan_out,INDIVIDUAL,YES
75,29492,C_29492,20181116,fan_out,INDIVIDUAL,YES
76,2418,C_2418,20170115,fan_out,INDIVIDUAL,YES
76,23063,C_23063,20170115,fan_out,INDIVIDUAL,YES
76,40384,C_40384,20170305,fan_out,INDIVIDUAL,YES
76,21825,C_21825,20170311,fan_out,INDIVIDUAL,YES
76,44079,C_44079,20180526,fan_out,INDIVIDUAL,YES
76,39721,C_39721,20180714,fan_out,INDIVIDUAL,YES
77,3704,C_3704,20170111,fan_out,INDIVIDUAL,YES
77,36745,C_36745,20170111,fan_out,INDIVIDUAL,YES
77,36142,C_36142,20170513,fan_out,INDIVIDUAL,YES
77,7850,C_7850,20170611,fan_out,INDIVIDUAL,YES
78,11289,C_11289,20170421,fan_out,INDIVIDUAL,YES
78,25250,C_25250,20170421,fan_out,INDIVIDUAL,YES
78,28820,C_28820,20170622,fan_out,INDIVIDUAL,YES
79,1739,C_1739,20170105,fan_out,INDIVIDUAL,YES
79,48408,C_48408,20170105,fan_out,INDIVIDUAL,YES
79,24462,C_24462,20170111,fan_out,INDIVIDUAL,YES
79,40429,C_40429,20170113,fan_out,INDIVIDUAL,YES
79,45358,C_45358,20170124,fan_out,INDIVIDUAL,YES
79,49390,C_49390,20170207,fan_out,INDIVIDUAL,YES
79,14472,C_14472,20170209,fan_out,INDIVIDUAL,YES
79,38119,C_38119,20170209,fan_out,INDIVIDUAL,YES
80,34,C_34,20170128,fan_out,INDIVIDUAL,YES
80,27598,C_27598,20170128,fan_out,INDIVIDUAL,YES
80,10407,C_10407,20170204,fan_out,INDIVIDUAL,YES
80,37404,C_37404,20170204,fan_out,INDIVIDUAL,YES
80,5083,C_5083,20170205,fan_out,INDIVIDUAL,YES
80,43707,C_43707,20170222,fan_out,INDIVIDUAL,YES
80,37803,C_37803,20170304,fan_out,INDIVIDUAL,YES
80,7400,C_7400,20170310,fan_out,INDIVIDUAL,YES
80,9587,C_9587,20170318,fan_out,INDIVIDUAL,YES
81,3772,C_3772,20170103,fan_out,INDIVIDUAL,YES
81,13456,C_13456,20170103,fan_out,INDIVIDUAL,YES
81,25247,C_25247,20170107,fan_out,INDIVIDUAL,YES
81,25917,C_25917,20170119,fan_out,INDIVIDUAL,YES
81,15645,C_15645,20170222,fan_out,INDIVIDUAL,YES
81,36883,C_36883,20170311,fan_out,INDIVIDUAL,YES
82,962,C_962,20170214,fan_out,INDIVIDUAL,YES
82,20986,C_20986,20170214,fan_out,INDIVIDUAL,YES
82,20919,C_20919,20170503,fan_out,INDIVIDUAL,YES
82,14578,C_14578,20170612,fan_out,INDIVIDUAL,YES
82,44515,C_44515,20170714,fan_out,INDIVIDUAL,YES
82,672,C_672,20170901,fan_out,INDIVIDUAL,YES
82,23531,C_23531,20180120,fan_out,INDIVIDUAL,YES
83,4506,C_4506,20170217,fan_out,INDIVIDUAL,YES
83,6715,C_6715,20170217,fan_out,INDIVIDUAL,YES
83,10480,C_10480,20170324,fan_out,INDIVIDUAL,YES
83,7045,C_7045,20170424,fan_out,INDIVIDUAL,YES
83,17770,C_17770,20170511,fan_out,INDIVIDUAL,YES
83,34170,C_34170,20170602,fan_out,INDIVIDUAL,YES
84,1218,C_1218,20170512,fan_out,INDIVIDUAL,YES
84,2,C_2,20170512,fan_out,INDIVIDUAL,YES
84,27721,C_27721,20170716,fan_out,INDIVIDUAL,YES
84,15308,C_15308,20180420,fan_out,INDIVIDUAL,YES
84,28902,C_28902,20181014,fan_out,INDIVIDUAL,YES
84,33778,C_33778,20181015,fan_out,INDIVIDUAL,YES
85,11626,C_11626,20170512,fan_out,INDIVIDUAL,YES
85,27370,C_27370,20170512,fan_out,INDIVIDUAL,YES
85,35327,C_35327,20170823,fan_out,INDIVIDUAL,YES
85,3993,C_3993,20170824,fan_out,INDIVIDUAL,YES
86,4339,C_4339,20170904,fan_out,INDIVIDUAL,YES
86,9010,C_9010,20170904,fan_out,INDIVIDUAL,YES
87,1551,C_1551,20170129,fan_out,INDIVIDUAL,YES
87,4303,C_4303,20170129,fan_out,INDIVIDUAL,YES
87,25968,C_25968,20170520,fan_out,INDIVIDUAL,YES
87,36021,C_36021,20170731,fan_out,INDIVIDUAL,YES
87,18598,C_18598,20171018,fan_out,INDIVIDUAL,YES
87,134,C_134,20171031,fan_out,INDIVIDUAL,YES
87,13966,C_13966,20171209,fan_out,INDIVIDUAL,YES
87,1749,C_1749,20171214,fan_out,INDIVIDUAL,YES
88,4320,C_4320,20170227,fan_out,INDIVIDUAL,YES
88,37591,C_37591,20170227,fan_out,INDIVIDUAL,YES
88,35069,C_35069,20170425,fan_out,INDIVIDUAL,YES
89,3224,C_3224,20170216,fan_out,INDIVIDUAL,YES
89,2520,C_2520,20170216,fan_out,INDIVIDUAL,YES
89,13000,C_13000,20170601,fan_out,INDIVIDUAL,YES
90,597,C_597,20170227,fan_out,INDIVIDUAL,YES
90,30618,C_30618,20170227,fan_out,INDIVIDUAL,YES
90,49488,C_49488,20170620,fan_out,INDIVIDUAL,YES
90,24000,C_24000,20171004,fan_out,INDIVIDUAL,YES
90,40066,C_40066,20171229,fan_out,INDIVIDUAL,YES
90,24265,C_24265,20171230,fan_out,INDIVIDUAL,YES
90,32729,C_32729,20180207,fan_out,INDIVIDUAL,YES
90,21445,C_21445,20180319,fan_out,INDIVIDUAL,YES
90,44701,C_44701,20180331,fan_out,INDIVIDUAL,YES
90,31837,C_31837,20180427,fan_out,INDIVIDUAL,YES
91,2849,C_2849,20170101,fan_out,INDIVIDUAL,YES
91,38440,C_38440,20170101,fan_out,INDIVIDUAL,YES
91,18122,C_18122,20170107,fan_out,INDIVIDUAL,YES
91,8379,C_8379,20170110,fan_out,INDIVIDUAL,YES
91,35708,C_35708,20170111,fan_out,INDIVIDUAL,YES
91,43002,C_43002,20170115,fan_out,INDIVIDUAL,YES
91,6739,C_6739,20170121,fan_out,INDIVIDUAL,YES
91,23272,C_23272,20170122,fan_out,INDIVIDUAL,YES
91,28932,C_28932,20170122,fan_out,INDIVIDUAL,YES
92,723,C_723,20170218,fan_out,INDIVIDUAL,YES
92,28331,C_28331,20170218,fan_out,INDIVIDUAL,YES
92,21231,C_21231,20170221,fan_out,INDIVIDUAL,YES
92,9956,C_9956,20170322,fan_out,INDIVIDUAL,YES
92,43308,C_43308,20171108,fan_out,INDIVIDUAL,YES
92,46530,C_46530,20171112,fan_out,INDIVIDUAL,YES
92,34403,C_34403,20180406,fan_out,INDIVIDUAL,YES
92,49400,C_49400,20180523,fan_out,INDIVIDUAL,YES
93,12004,C_12004,20170111,fan_out,INDIVIDUAL,YES
93,5104,C_5104,20170111,fan_out,INDIVIDUAL,YES
93,30808,C_30808,20170115,fan_out,INDIVIDUAL,YES
93,33736,C_33736,20170207,fan_out,INDIVIDUAL,YES
93,43888,C_43888,20170216,fan_out,INDIVIDUAL,YES
93,6259,C_6259,20170219,fan_out,INDIVIDUAL,YES
93,46618,C_46618,20170302,fan_out,INDIVIDUAL,YES
93,36311,C_36311,20170324,fan_out,INDIVIDUAL,YES
93,10541,C_10541,20170325,fan_out,INDIVIDUAL,YES
93,6148,C_6148,20170422,fan_out,INDIVIDUAL,YES
94,3112,C_3112,20170114,fan_out,INDIVIDUAL,YES
94,8410,C_8410,20170114,fan_out,INDIVIDUAL,YES
94,1727,C_1727,20170116,fan_out,INDIVIDUAL,YES
94,41558,C_41558,20170117,fan_out,INDIVIDUAL,YES
94,39376,C_39376,20170118,fan_out,INDIVIDUAL,YES
94,36433,C_36433,20170119,fan_out,INDIVIDUAL,YES
94,3829,C_3829,20170201,fan_out,INDIVIDUAL,YES
94,48032,C_48032,20170216,fan_out,INDIVIDUAL,YES
94,37897,C_37897,20170222,fan_out,INDIVIDUAL,YES
95,612,C_612,20170105,fan_out,INDIVIDUAL,YES
95,26843,C_26843,20170105,fan_out,INDIVIDUAL,YES
95,14489,C_14489,20170420,fan_out,INDIVIDUAL,YES
95,15131,C_15131,20170509,fan_out,INDIVIDUAL,YES
95,9067,C_9067,20170616,fan_out,INDIVIDUAL,YES
96,1580,C_1580,20181020,cycle,INDIVIDUAL,YES
96,3758,C_3758,20181020,cycle,INDIVIDUAL,YES
97,6763,C_6763,20170720,cycle,INDIVIDUAL,YES
97,21340,C_21340,20170720,cycle,INDIVIDUAL,YES
97,26497,C_26497,20170720,cycle,INDIVIDUAL,YES
97,4568,C_4568,20170720,cycle,INDIVIDUAL,YES
97,36052,C_36052,20170724,cycle,INDIVIDUAL,YES
97,45857,C_45857,20170724,cycle,INDIVIDUAL,YES
97,6383,C_6383,20170724,cycle,INDIVIDUAL,YES
98,1801,C_1801,20171203,cycle,INDIVIDUAL,YES
98,48139,C_48139,20171203,cycle,INDIVIDUAL,YES
98,8005,C_8005,20171203,cycle,INDIVIDUAL,YES
98,37514,C_37514,20171203,cycle,INDIVIDUAL,YES
98,10210,C_10210,20171205,cycle,INDIVIDUAL,YES
98,15540,C_15540,20171205,cycle,INDIVIDUAL,YES
98,10097,C_10097,20171205,cycle,INDIVIDUAL,YES
98,10240,C_10240,20171206,cycle,INDIVIDUAL,YES
99,15031,C_15031,20180115,cycle,INDIVIDUAL,YES
99,19741,C_19741,20180115,cycle,INDIVIDUAL,YES
99,35997,C_35997,20180119,cycle,INDIVIDUAL,YES
99,2277,C_2277,20180124,cycle,INDIVIDUAL,YES
100,2129,C_2129,20180512,cycle,INDIVIDUAL,YES
100,7156,C_7156,20180512,cycle,INDIVIDUAL,YES
100,7814,C_7814,20180518,cycle,INDIVIDUAL,YES
100,12372,C_12372,20180518,cycle,INDIVIDUAL,YES
100,14414,C_14414,20180520,cycle,INDIVIDUAL,YES
100,46372,C_46372,20180520,cycle,INDIVIDUAL,YES
100,39420,C_39420,20180523,cycle,INDIVIDUAL,YES
101,12411,C_12411,20181220,cycle,INDIVIDUAL,YES
101,1514,C_1514,20181220,cycle,INDIVIDUAL,YES
101,24222,C_24222,20181220,cycle,INDIVIDUAL,YES
101,2693,C_2693,20181222,cycle,INDIVIDUAL,YES
101,22875,C_22875,20181226,cycle,INDIVIDUAL,YES
102,2288,C_2288,20171119,cycle,INDIVIDUAL,YES
102,33114,C_33114,20171119,cycle,INDIVIDUAL,YES
102,29627,C_29627,20171123,cycle,INDIVIDUAL,YES
102,17820,C_17820,20171123,cycle,INDIVIDUAL,YES
102,36627,C_36627,20171123,cycle,INDIVIDUAL,YES
102,2981,C_2981,20171123,cycle,INDIVIDUAL,YES
102,41671,C_41671,20171124,cycle,INDIVIDUAL,YES
102,40879,C_40879,20171128,cycle,INDIVIDUAL,YES
102,30975,C_30975,20171128,cycle,INDIVIDUAL,YES
103,2756,C_2756,20180118,cycle,INDIVIDUAL,YES
103,12467,C_12467,20180118,cycle,INDIVIDUAL,YES
103,35607,C_35607,20180127,cycle,INDIVIDUAL,YES
103,20213,C_20213,20180127,cycle,INDIVIDUAL,YES
103,36965,C_36965,20180127,cycle,INDIVIDUAL,YES
103,16542,C_16542,20180203,cycle,INDIVIDUAL,YES
103,39092,C_39092,20180203,cycle,INDIVIDUAL,YES
104,397,C_397,20180310,cycle,INDIVIDUAL,YES
104,40202,C_40202,20180310,cycle,INDIVIDUAL,YES
104,43278,C_43278,20180310,cycle,INDIVIDUAL,YES
104,13353,C_13353,20180310,cycle,INDIVIDUAL,YES
104,32329,C_32329,20180311,cycle,INDIVIDUAL,YES
104,34178,C_34178,20180312,cycle,INDIVIDUAL,YES
104,7469,C_7469,20180316,cycle,INDIVIDUAL,YES
105,25827,C_25827,20180411,cycle,INDIVIDUAL,YES
105,22555,C_22555,20180411,cycle,INDIVIDUAL,YES
105,42472,C_42472,20180413,cycle,INDIVIDUAL,YES
105,2392,C_2392,20180414,cycle,INDIVIDUAL,YES
105,1397,C_1397,20180416,cycle,INDIVIDUAL,YES
105,35064,C_35064,20180421,cycle,INDIVIDUAL,YES
106,4573,C_4573,20170101,cycle,INDIVIDUAL,YES
106,45292,C_45292,20170101,cycle,INDIVIDUAL,YES
106,35200,C_35200,20170101,cycle,INDIVIDUAL,YES
106,49338,C_49338,20170101,cycle,INDIVIDUAL,YES
106,32368,C_32368,20170101,cycle,INDIVIDUAL,YES
106,22782,C_22782,20170104,cycle,INDIVIDUAL,YES
107,1357,C_1357,20170802,cycle,INDIVIDUAL,YES
107,48892,C_48892,20170802,cycle,INDIVIDUAL,YES
107,20397,C_20397,20170805,cycle,INDIVIDUAL,YES
107,33178,C_33178,20170805,cycle,INDIVIDUAL,YES
107,31773,C_31773,20170805,cycle,INDIVIDUAL,YES
108,3716,C_3716,20171121,cycle,INDIVIDUAL,YES
108,38450,C_38450,20171121,cycle,INDIVIDUAL,YES
108,15498,C_15498,20171125,cycle,INDIVIDUAL,YES
108,16584,C_16584,20171129,cycle,INDIVIDUAL,YES
108,32820,C_32820,20171129,cycle,INDIVIDUAL,YES
108,22130,C_22130,20171130,cycle,INDIVIDUAL,YES
109,2242,C_2242,20170813,cycle,INDIVIDUAL,YES
109,17699,C_17699,20170813,cycle,INDIVIDUAL,YES
109,44847,C_44847,20170814,cycle,INDIVIDUAL,YES
109,41875,C_41875,20170816,cycle,INDIVIDUAL,YES
109,19727,C_19727,20170816,cycle,INDIVIDUAL,YES
109,42426,C_42426,20170817,cycle,INDIVIDUAL,YES
109,36653,C_36653,20170817,cycle,INDIVIDUAL,YES
109,33560,C_33560,20170817,cycle,INDIVIDUAL,YES
109,24591,C_24591,20170817,cycle,INDIVIDUAL,YES
110,19768,C_19768,20181104,cycle,INDIVIDUAL,YES
110,1560,C_1560,20181104,cycle,INDIVIDUAL,YES
110,1228,C_1228,20181105,cycle,INDIVIDUAL,YES
110,31359,C_31359,20181105,cycle,INDIVIDUAL,YES
110,13565,C_13565,20181107,cycle,INDIVIDUAL,YES
110,1313,C_1313,20181107,cycle,INDIVIDUAL,YES
111,29150,C_29150,20180925,cycle,INDIVIDUAL,YES
111,11548,C_11548,20180925,cycle,INDIVIDUAL,YES
111,1978,C_1978,20180926,cycle,INDIVIDUAL,YES
111,26530,C_26530,20180926,cycle,INDIVIDUAL,YES
111,12126,C_12126,20181008,cycle,INDIVIDUAL,YES
112,11230,C_11230,20180410,cycle,INDIVIDUAL,YES
112,13657,C_13657,20180410,cycle,INDIVIDUAL,YES
112,10004,C_10004,20180410,cycle,INDIVIDUAL,YES
112,37384,C_37384,20180410,cycle,INDIVIDUAL,YES
112,38159,C_38159,20180410,cycle,INDIVIDUAL,YES
112,5637,C_5637,20180413,cycle,INDIVIDUAL,YES
113,2666,C_2666,20180522,cycle,INDIVIDUAL,YES
113,12751,C_12751,20180522,cycle,INDIVIDUAL,YES
113,37538,C_37538,20180526,cycle,INDIVIDUAL,YES
113,9842,C_9842,20180526,cycle,INDIVIDUAL,YES
113,16641,C_16641,20180527,cycle,INDIVIDUAL,YES
113,45824,C_45824,20180527,cycle,INDIVIDUAL,YES
113,48398,C_48398,20180530,cycle,INDIVIDUAL,YES
114,12322,C_12322,20180326,cycle,INDIVIDUAL,YES
114,1621,C_1621,20180326,cycle,INDIVIDUAL,YES
114,13328,C_13328,20180327,cycle,INDIVIDUAL,YES
114,11635,C_11635,20180327,cycle,INDIVIDUAL,YES
114,41894,C_41894,20180401,cycle,INDIVIDUAL,YES
115,11340,C_11340,20171215,cycle,INDIVIDUAL,YES
115,42477,C_42477,20171215,cycle,INDIVIDUAL,YES
115,16124,C_16124,20171215,cycle,INDIVIDUAL,YES
115,14157,C_14157,20171215,cycle,INDIVIDUAL,YES
115,35109,C_35109,20171218,cycle,INDIVIDUAL,YES
115,30065,C_30065,20171218,cycle,INDIVIDUAL,YES
115,44214,C_44214,20171220,cycle,INDIVIDUAL,YES
116,3447,C_3447,20170825,cycle,INDIVIDUAL,YES
116,19003,C_19003,20170825,cycle,INDIVIDUAL,YES
116,39641,C_39641,20170825,cycle,INDIVIDUAL,YES
116,975,C_975,20170825,cycle,INDIVIDUAL,YES
116,5833,C_5833,20170827,cycle,INDIVIDUAL,YES
116,26791,C_26791,20170827,cycle,INDIVIDUAL,YES
117,2430,C_2430,20171020,cycle,INDIVIDUAL,YES
117,35536,C_35536,20171020,cycle,INDIVIDUAL,YES
117,1274,C_1274,20171020,cycle,INDIVIDUAL,YES
117,48484,C_48484,20171022,cycle,INDIVIDUAL,YES
117,30998,C_30998,20171022,cycle,INDIVIDUAL,YES
117,10500,C_10500,20171026,cycle,INDIVIDUAL,YES
117,44394,C_44394,20171030,cycle,INDIVIDUAL,YES
117,19386,C_19386,20171030,cycle,INDIVIDUAL,YES
117,31119,C_31119,20171103,cycle,INDIVIDUAL,YES
118,1670,C_1670,20181114,cycle,INDIVIDUAL,YES
118,24638,C_24638,20181114,cycle,INDIVIDUAL,YES
118,29738,C_29738,20181120,cycle,INDIVIDUAL,YES
118,16607,C_16607,20181124,cycle,INDIVIDUAL,YES
118,24043,C_24043,20181124,cycle,INDIVIDUAL,YES
118,18128,C_18128,20181129,cycle,INDIVIDUAL,YES
118,42240,C_42240,20181129,cycle,INDIVIDUAL,YES
119,3345,C_3345,20171201,cycle,INDIVIDUAL,YES
119,48495,C_48495,20171201,cycle,INDIVIDUAL,YES
119,29668,C_29668,20171202,cycle,INDIVIDUAL,YES
119,41940,C_41940,20171202,cycle,INDIVIDUAL,YES
119,42359,C_42359,20171204,cycle,INDIVIDUAL,YES
120,1354,C_1354,20181002,cycle,INDIVIDUAL,YES
120,11812,C_11812,20181002,cycle,INDIVIDUAL,YES
120,48564,C_48564,20181008,cycle,INDIVIDUAL,YES
120,24357,C_24357,20181010,cycle,INDIVIDUAL,YES
120,2864,C_2864,20181010,cycle,INDIVIDUAL,YES
121,456,C_456,20170528,cycle,INDIVIDUAL,YES
121,33395,C_33395,20170528,cycle,INDIVIDUAL,YES
121,7511,C_7511,20170601,cycle,INDIVIDUAL,YES
121,49516,C_49516,20170601,cycle,INDIVIDUAL,YES
121,40406,C_40406,20170602,cycle,INDIVIDUAL,YES
121,36599,C_36599,20170602,cycle,INDIVIDUAL,YES
121,30932,C_30932,20170612,cycle,INDIVIDUAL,YES
121,22378,C_22378,20170613,cycle,INDIVIDUAL,YES
121,23303,C_23303,20170615,cycle,INDIVIDUAL,YES
122,1775,C_1775,20170205,cycle,INDIVIDUAL,YES
122,38465,C_38465,20170205,cycle,INDIVIDUAL,YES
122,7011,C_7011,20170210,cycle,INDIVIDUAL,YES
122,1268,C_1268,20170210,cycle,INDIVIDUAL,YES
122,19465,C_19465,20170211,cycle,INDIVIDUAL,YES
122,41627,C_41627,20170211,cycle,INDIVIDUAL,YES
122,6078,C_6078,20170212,cycle,INDIVIDUAL,YES
122,34945,C_34945,20170215,cycle,INDIVIDUAL,YES
122,42111,C_42111,20170215,cycle,INDIVIDUAL,YES
123,2043,C_2043,20180807,cycle,INDIVIDUAL,YES
123,26449,C_26449,20180807,cycle,INDIVIDUAL,YES
123,41427,C_41427,20180811,cycle,INDIVIDUAL,YES
123,46962,C_46962,20180811,cycle,INDIVIDUAL,YES
123,46519,C_46519,20180811,cycle,INDIVIDUAL,YES
123,33540,C_33540,20180817,cycle,INDIVIDUAL,YES
124,17052,C_17052,20180303,cycle,INDIVIDUAL,YES
124,13297,C_13297,20180303,cycle,INDIVIDUAL,YES
124,24766,C_24766,20180303,cycle,INDIVIDUAL,YES
124,11375,C_11375,20180303,cycle,INDIVIDUAL,YES
125,2572,C_2572,20180208,cycle,INDIVIDUAL,YES
125,9070,C_9070,20180208,cycle,INDIVIDUAL,YES
125,9415,C_9415,20180210,cycle,INDIVIDUAL,YES
125,26290,C_26290,20180210,cycle,INDIVIDUAL,YES
125,49945,C_49945,20180212,cycle,INDIVIDUAL,YES
125,11018,C_11018,20180216,cycle,INDIVIDUAL,YES
126,12008,C_12008,20170808,cycle,INDIVIDUAL,YES
126,42340,C_42340,20170808,cycle,INDIVIDUAL,YES
126,265,C_265,20170808,cycle,INDIVIDUAL,YES
126,46443,C_46443,20170808,cycle,INDIVIDUAL,YES
126,20465,C_20465,20170809,cycle,INDIVIDUAL,YES
126,1655,C_1655,20170809,cycle,INDIVIDUAL,YES
126,11641,C_11641,20170809,cycle,INDIVIDUAL,YES
126,41118,C_41118,20170810,cycle,INDIVIDUAL,YES
126,9343,C_9343,20170810,cycle,INDIVIDUAL,YES
126,17503,C_17503,20170817,cycle,INDIVIDUAL,YES
127,2464,C_2464,20170508,cycle,INDIVIDUAL,YES
127,4720,C_4720,20170508,cycle,INDIVIDUAL,YES
127,10515,C_10515,20170508,cycle,INDIVIDUAL,YES
127,11962,C_11962,20170508,cycle,INDIVIDUAL,YES
127,636,C_636,20170509,cycle,INDIVIDUAL,YES
127,20298,C_20298,20170509,cycle,INDIVIDUAL,YES
128,11568,C_11568,20170214,cycle,INDIVIDUAL,YES
128,34103,C_34103,20170214,cycle,INDIVIDUAL,YES
128,28716,C_28716,20170215,cycle,INDIVIDUAL,YES
128,9007,C_9007,20170216,cycle,INDIVIDUAL,YES
128,17541,C_17541,20170216,cycle,INDIVIDUAL,YES
128,33964,C_33964,20170221,cycle,INDIVIDUAL,YES
128,6268,C_6268,20170221,cycle,INDIVIDUAL,YES
128,32242,C_32242,20170222,cycle,INDIVIDUAL,YES
129,26428,C_26428,20180921,cycle,INDIVIDUAL,YES
129,24013,C_24013,20180921,cycle,INDIVIDUAL,YES
129,48038,C_48038,20180927,cycle,INDIVIDUAL,YES
129,20400,C_20400,20180928,cycle,INDIVIDUAL,YES
129,27320,C_27320,20180928,cycle,INDIVIDUAL,YES
130,11838,C_11838,20180602,cycle,INDIVIDUAL,YES
130,9237,C_9237,20180602,cycle,INDIVIDUAL,YES
130,43311,C_43311,20180605,cycle,INDIVIDUAL,YES
130,15908,C_15908,20180605,cycle,INDIVIDUAL,YES
130,23511,C_23511,20180606,cycle,INDIVIDUAL,YES
130,31549,C_31549,20180606,cycle,INDIVIDUAL,YES
130,35576,C_35576,20180615,cycle,INDIVIDUAL,YES
130,15086,C_15086,20180616,cycle,INDIVIDUAL,YES
130,46682,C_46682,20180619,cycle,INDIVIDUAL,YES
130,9617,C_9617,20180619,cycle,INDIVIDUAL,YES
131,1030,C_1030,20181011,cycle,INDIVIDUAL,YES
131,24482,C_24482,20181011,cycle,INDIVIDUAL,YES
131,7481,C_7481,20181011,cycle,INDIVIDUAL,YES
131,47364,C_47364,20181011,cycle,INDIVIDUAL,YES
131,36690,C_36690,20181016,cycle,INDIVIDUAL,YES
131,13648,C_13648,20181016,cycle,INDIVIDUAL,YES
131,43302,C_43302,20181017,cycle,INDIVIDUAL,YES
131,48862,C_48862,20181024,cycle,INDIVIDUAL,YES
131,39895,C_39895,20181024,cycle,INDIVIDUAL,YES
